IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
GAB,61.24981308,58.60145187,62.34668732,57.77041626,58.03111267,59.94810486,58.9843483,57.14358139,60.65702438,57.71255875,35.30841064,36.92001343,38.26753235,35.45914459,39.11923218,40.26911926,34.61645889,36.1065979,40.17887497,39.12090302,34.14179611,36.78107452,31.16929436,29.86511803,75.45808883,70.85057691,82.34261223,96.24260581,106.73267273,113.25051521,125.04175559,141.02050492,167.34940123,160.22705854,73.04499263,96.50004013,86.13149452,92.65280835,91.16881349,75.41306708,71.83010304,69.49632985,84.08915543,80.58883946,77.58655237,84.03343564,75.77236879,75.55350875,46.9863,7.68,8.64,7.79,7.79,11.6,8.16,8.44,4.71,,,0.08,0.09,0.08,0.08,0.12,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,8.64,7.79,7.79,11.6,8.16,8.44,19.71,,,,,,,,3342334962.0,2545621863.0,,,,,,,,,,,,8222135122.0,9302977488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265,8.976666666666667,10.6,10.6,15.25,15.729999999999999,,
GBR,24.15546989,24.07394409,23.15696335,21.64292717,19.83657646,18.72048569,17.60390472,19.54841995,18.70917702,17.24837303,17.95191765,18.18791008,18.98233604,20.51955032,20.41706276,20.44207764,19.86359596,20.30600548,20.54164696,20.25716591,15.88933372,16.24268913,17.91053581,18.22051239,488.17433035,499.43788454,547.44157169,600.37350615,666.83755388,660.48897184,669.39967777,863.16278426,800.8203278,657.68519759,695.87723387,750.01485524,798.03316127,890.58339175,966.41524185,913.779771,803.15522211,799.78290489,869.65732601,862.96181708,773.1714819,916.9649137,915.55396606,985.21417665,81.67123,24.0,24.0,16.5,16.5,16.5,16.5,16.5,3.3,16.5,16.5,0.24,0.24,0.17,0.17,0.17,0.17,0.17,39.53,37.85,46.95,48.99,47.33,52.34,51.04,26.934000000000005,42.9,48.2,0.4,0.38,0.47,0.49,0.47,0.46,0.46,63.53,61.85,63.45,65.49,63.83,68.84,67.54,67.06,,,,,,,,,,,,,,,,,,,,,8804000000.0,,10278000000.0,2.8,2.8,2.8,2.9,2.8,2.8,2.6,2.4,2.2,2.2,1.9,1.9,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.6,2.7,2.8,3.0,3.0,3.1,3.1,,2.8,2.8,2.8,2.9,2.8,2.8,2.6,2.4,2.2,2.2,1.9,1.9,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.6,2.7,2.8,3.0,3.0,3.1,3.1,,,7722.12,7866.72,9625.4,7713.08,7964.88,8897.6,8648.64,9403.77,9014.94,10462.48,10062.64,9806.55,11237.38,12482.25,14255.56,14071.19,14559.92,13785.45,12258.1,11412.39,14198.16,12853.26,13480.67,14416.64,11820.83,12111.23,,,7722.12,7866.72,9625.4,7713.08,7964.88,8897.6,8648.64,9403.77,9014.94,10462.48,10502.05,10288.77,11650.1,12995.4,14228.41,14164.27,15275.68,16940.0,17933.88,15599.19,15054.45,15035.36,16110.17,17873.83,11926.36,12141.39,,,1494.75,730.05,91.2,2177.52,976.105,1857.0200000000002,1870.8850000000002,,,369.72,3250.4,1058.5333333333333,940.1333333333333,91.2,1706.835,1190.1033333333332,1297.69,1309.7266666666667,,14.638333333333334,13.941666666666668,10.6,10.6,16.67,16.67,,
GEO,81.43177032,77.25147247,77.79632568,79.91513062,80.53855896,80.82901764,78.74306488,78.59892273,71.73912811,73.14867401,75.27668762,79.29211426,77.41496277,74.32175446,71.87433624,67.9127121,66.3872757,68.32881927,63.58963776,62.48736954,59.62340164,56.89936447,62.47824097,65.47657013,42.55467857,43.5451407,51.41494502,64.45495056,84.64252171,106.87614151,119.73806865,154.04672691,202.19437913,197.66015272,216.61544462,250.00551927,270.87831394,273.62486623,282.36623978,236.14461044,245.3132705,258.23844985,232.68455583,212.37382145,232.18701278,298.33712903,341.27177295,362.95287582,97.42466,0.0,0.0,0.0,0.0,10.0,10.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,33.33,33.33,31.58,34.09,44.0,45.95,34.0,25.706,39.6,32.3,0.33,0.33,0.32,0.34,0.44,0.46,0.34,33.33,33.33,31.58,34.09,54.0,55.95,64.0,57.42,,,,,,,,,,,,,,,,,,,,,,878436263.4,882541472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.728333333333333,4.206666666666666,10.5,10.6,15.25,15.25,,
GHA,53.5215416,47.38425446,45.223629,40.66245651,36.66819,26.59020042,37.92792892,42.277565,43.76733398,37.33443832,36.52495193,35.25711823,41.03607941,42.97640991,49.23330688,39.98604584,48.84697723,24.67750168,35.72508621,30.70255852,25.01641273,30.81959915,28.75227547,37.41482925,5.59854426,5.75742896,6.46865909,7.71132418,8.64348052,10.24163507,18.71597995,24.2423656,27.77250674,23.31304968,29.46956439,32.33416051,33.63684659,45.27471921,38.63190514,31.27565452,31.68410755,13.35201393,19.06929562,21.84474278,24.36017893,29.09490179,23.66918412,25.57325394,30.73973,0.0,9.03,9.68,13.2,13.02,16.06,16.51,11.95,9.9,13.2,0.0,0.09,0.1,0.13,0.13,0.16,0.17,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,13.33,9.03,9.68,13.2,13.02,16.06,16.51,11.95,,,,,,,21799981.58,12002139.78,,,,,,,,,,,,105328509.2,56903833.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.101666666666667,7.131666666666667,10.67,10.67,8.623333333333333,8.8,,
GIN,65.73170471,63.76575851,59.7301712,62.85507965,69.83982086,70.50601959,71.55989075,72.679245,71.75924683,73.27514648,69.98799896,60.63142395,63.3356781,63.30140686,68.72945404,69.14717102,60.46853638,75.16259766,72.6920929,66.67956543,67.76779938,59.02419662,59.57643127,60.0309906,14.93254531,13.88100994,14.8364846,16.09212595,18.44763675,13.86422311,11.56384884,16.45562371,16.4859483,17.37768088,15.81548084,14.6291889,15.01063733,16.39802466,25.17915552,30.02052636,23.23569573,24.53041367,25.36211188,28.11817231,27.85443108,26.0324807,31.74960803,35.61644563,34.08219,2.51,3.29,2.71,,3.88,,3.89,,,,0.03,0.03,0.03,,0.04,,0.04,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,2.51,3.29,2.71,,3.88,,3.89,,,,,,,63945148262.0,76451325917.0,,,,,,,,,,,,43529234990.0,59815843197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3525,,0.0,,11.385,,,
GLOBAL,43.76517622,43.32982679,43.30974916,42.91723128,42.44820082,42.07439334,41.69935988,41.38875146,40.97022931,40.06755532,40.05599703,39.59393434,39.74398094,39.45694922,39.01403155,39.5208288,39.37636044,39.13087516,39.1064102,38.93280504,36.70057051,36.217782,36.73912405,37.36686923,144.9266355,147.55946509,158.09998317,184.71202072,210.12554449,225.0439271,241.46133026,271.29231777,299.86563475,290.97082075,299.58293623,328.54739172,325.17318699,335.65096575,341.17115426,315.5802863,333.47775049,349.50891165,363.3840895,361.5079638,348.37026776,390.16112459,390.91383259,421.17939666,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,16.01717758,15.90631676,15.94591713,15.49447536,14.78163242,16.273592,17.81791496,20.06118393,21.70170593,22.45925331,23.61208916,24.36156654,24.51769066,26.2942543,36.22048569,33.61744308,32.90965652,31.68758965,27.65945244,31.84418488,27.83991051,30.72321129,32.7478981,37.62285995,11.98674034,8.85193953,5.73966884,4.38495944,4.75320111,5.40347627,5.95359921,7.20412908,8.68714225,7.76938773,7.79159406,7.56462868,7.24843225,6.72889924,6.27970361,6.6149896,6.83561902,6.82972646,6.13341219,7.39377799,8.05045832,9.14717167,9.68621163,9.68565804,93.42466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,22.0,30.0,37.5,33.33,35.71,30.0,,22.3,0.3,0.3,0.22,0.3,0.38,0.33,0.36,30.0,30.0,22.0,30.0,37.5,33.33,35.71,30.0,,,,,,,,61405581.0,42806804.0,,,,,,,,,,,,319391664.4,234703787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.076666666666666,7.416666666666667,10.61,10.61,13.04,13.04,,
GNB,67.84621429,70.92190552,64.13760376,64.3073349,60.23236465,59.24233627,57.41763306,53.73302078,53.25607681,59.24978256,53.70161057,40.03805161,63.29792404,68.0993042,57.94044113,69.92347717,67.4863739,71.71472168,70.11581421,72.9759903,59.09094238,63.64866257,69.13298035,64.22203827,9.00899392,9.5796043,8.99264749,9.4537795,11.09648591,12.44008716,13.07781488,13.73845483,18.24905205,15.93152039,15.70099714,17.90865953,23.89812882,31.36609334,37.66122613,36.68092398,38.20272609,39.3158146,41.28030304,39.39529487,40.11563217,44.68893232,47.01767707,52.74905004,9.78082,2.25,2.25,2.25,3.16,3.51,3.51,,2.93,,,0.02,0.02,0.02,0.03,0.04,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2.25,2.25,2.25,3.16,3.51,3.51,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.276666666666666,12.8775,10.0,10.0,15.97,15.97,,
GNQ,53.35051727,55.46450424,83.36357117,76.94245148,74.47579193,68.85930634,62.37915421,60.44060516,57.14126205,53.69977188,59.06526947,57.78424835,54.35277939,64.25777435,64.93320465,69.07384491,69.95859528,71.48973846,70.98078918,74.64995575,71.3863678,65.6802063,67.52996063,66.70996094,10.74561314,16.41332044,62.47249869,66.80856886,77.86389536,84.52847203,89.79892614,108.49066372,128.85681807,133.69188268,140.4913663,153.35063695,152.67768894,183.99351554,188.65437319,153.90836927,154.95288228,159.73341084,170.70446614,166.57486576,152.47639745,160.13651383,145.41119888,155.89036002,,6.94,7.3,9.34,10.3,10.03,8.38,8.02,10.69,,,0.07,0.07,0.09,0.1,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,7.3,9.34,10.3,10.03,8.38,8.02,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,6.219166666666666,16.4,16.4,6.515000000000001,13.04,,
GRC,38.38709641,36.79361725,39.54231262,40.13620758,41.37379456,39.16600418,38.39066696,36.66493607,34.66555786,31.66892624,31.07478714,34.11066818,36.25026703,37.7853508,41.8210907,40.72147751,47.31599426,46.87598419,48.14666367,51.09405136,45.86462784,40.25162888,45.70123291,49.09984207,339.85016216,369.70792796,462.1800757,628.69580412,737.58077104,757.96518609,788.11707458,889.75287044,984.66896507,889.61785644,796.87198565,797.82071408,706.24795831,692.23901675,711.16332799,603.25734785,716.01396088,707.73105276,771.8234186,801.68034972,768.14113121,743.19482031,808.05029675,963.63090343,74.27397,53.83,58.43,52.45,20.0,20.0,26.0,26.0,5.2,52.5,20.0,0.54,0.58,0.52,0.2,0.2,0.26,0.26,3.67,8.57,11.01,41.25,41.25,35.87,35.87,17.574,12.0,42.9,0.04,0.09,0.11,0.41,0.41,0.36,0.35,57.5,67.0,63.46,61.25,61.25,61.87,61.87,61.87,,,,,,,,,,,,,,,,,,,2252460000.0,2202280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.99,269.1,269.31,,,367.1,412.56,434.57,505.54,500.49,427.18,668.03,511.51,536.18,532.32,423.3,510.87,,,,,,,,,,,,262.99,269.1,269.31,,,367.1,412.56,434.57,505.54,500.49,573.44,668.03,511.51,403.9,389.75,,,,,656.4,5.976666666666667,11.44,467.955,1282.8,621.08,817.7066666666666,2450.0,2450.0,7.66,5.0,439.8666666666666,8.15,15.6,622.9,860.4,827.0666666666666,1225.0,,9.576666666666666,9.033333333333333,10.6,10.6,19.35,16.733333333333334,,
GRD,63.76615143,60.34007263,54.8245697,57.74961472,50.78053665,52.23836899,56.79022217,59.53723907,59.35588837,58.68644714,60.82925034,58.36457062,58.88639832,59.27400208,55.79725647,58.04141998,59.9392662,59.25809479,59.0436058,58.51715469,56.13337326,55.3835144,58.19203186,52.1304512,165.36964715,163.54461188,168.77396662,165.6866051,149.35770309,170.34526696,184.18242427,214.05722799,238.10659408,221.06273379,227.78430814,235.30917966,243.21645672,247.61464927,212.71363993,234.49127611,245.31849566,269.07480969,272.92280888,301.91766607,267.104211,281.40087522,306.2944075,274.41045675,91.9726,0.0,34.7,,32.76,31.8,29.39,,29.39,,,0.0,0.35,,0.33,0.32,0.29,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,34.7,,32.76,31.8,29.39,,29.39,,,,,,,,1973980.11,1960633.7,,,,,,,,,,,,6644765.98,6676321.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0733333333333335,0.8633333333333333,10.66,10.66,13.04,14.25,,
GTM,61.86060715,65.45025635,65.50614929,64.23288727,64.60440826,67.06768036,64.24185181,65.05258179,64.00728607,60.63449097,63.6787796,63.3135643,62.6198082,58.99892807,59.20524979,60.39051819,60.66624451,63.07294083,62.30888367,60.70774078,60.73390579,63.04342651,64.20729065,61.21704483,51.72740875,65.46360799,70.49799465,72.82907722,78.92249982,88.81039334,95.74775487,103.36461337,112.44323498,102.70002922,111.63729952,121.0855098,125.77112837,117.28572229,128.61608833,141.22008564,149.51428043,167.37408895,165.62833783,169.12584506,175.65240895,227.91370524,246.5955219,239.97830929,120.32877,41.07,41.07,38.27,38.27,38.27,38.27,38.27,38.27,38.3,38.3,0.41,0.41,0.38,0.38,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07,41.07,38.27,38.27,38.27,38.27,38.27,38.27,,,,,,,,40863406.27,44638714.07,,,,,,,,,,,,298587647.6,332594201.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,29.1,48.89,52.9,29.97,31.66,28.65,31.99,35.64,37.08,39.2,38.44,49.96,51.94,,,,,,,,,,,,,,,,29.1,48.89,52.9,55.21,58.11,53.49,59.4,67.37,70.64,75.29,80.9,93.04,,,,,,,,,,,,,,,,,,,,,,,2.271666666666667,2.2466666666666666,10.67,10.7,10.71,10.71,,
GUY,43.75164032,45.93526077,43.81148529,41.80723953,40.37705612,38.17235184,38.36194992,35.85983276,38.39974594,35.70730972,37.76995468,37.84277344,42.28038025,41.25961304,39.08171844,36.64800644,32.53943253,31.34976768,36.66504669,38.07092285,24.49765778,30.09717751,27.36545753,28.61799622,27.29067673,27.6067574,28.49553803,28.51203864,30.15853489,32.58282716,37.72634864,45.10901075,53.2606159,53.6385344,61.45319997,70.43066382,85.35914427,87.17787918,84.43120957,83.15214825,76.76593087,83.66113267,108.7738416,119.57990546,89.22079871,137.80483274,123.75686471,144.53016813,68.9589,14.25,11.4,11.4,11.4,10.89,0.0,0.0,0.0,,,0.14,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,13.16,10.87,,,0.0,0.0,0.0,0.0,0.0,0.13,0.13,14.25,11.4,11.4,11.4,10.89,13.16,13.16,10.87,,,,,,321131229.0,374290827.0,,,,,,,,,,,,1118034895.0,1332459494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.028333333333333,3.6016666666666666,,10.71,12.28,12.28,,
HND,48.99341583,56.13752365,55.0467453,52.55167007,54.48573685,52.58926773,53.18813705,52.94241714,54.25918198,47.56278229,50.10340881,49.57762527,53.85295868,53.52210617,53.40188217,55.58289719,54.92180252,55.57439041,57.62813568,57.90351105,56.29788589,57.50500107,56.84786606,57.99752426,33.55252924,37.68924994,38.92906695,41.8598634,45.38454511,51.46575103,59.63298166,67.53292059,80.87714972,76.21053269,82.77068196,90.38680478,99.11181422,94.42470507,92.13329754,94.47534949,97.69682863,93.96070401,102.66421171,106.39773856,119.76921666,145.85194437,139.22275037,144.50258125,111.78082,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,20.99,21.51,19.06,18.14,17.89,15.4,23.2,22.7,0.0,0.26,0.21,0.22,0.19,0.18,0.18,32.2,25.93,20.99,21.51,19.06,18.14,17.89,15.4,,,,,13648356.98,,21828324.91,,,,,,,,,,,29798209.5,,47039951.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,,,,,21.57,21.7,23.15,23.89,22.2,26.27,33.34,35.06,32.92,37.33,39.14,44.51,,,,,,,,,,,,,,,,,21.57,21.7,23.15,24.19,20.08,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7466666666666666,4.371666666666667,10.7,14.93,14.513333333333334,14.513333333333334,,
HRV,14.97478771,17.80026817,20.98830795,18.66981506,20.18116379,15.01112938,15.34054661,13.56823254,16.16956711,17.16977119,16.59097672,18.02869034,17.34779739,14.49961662,15.9578743,16.88346481,17.14745903,17.14684105,17.5451355,18.44830704,18.22049522,15.8867569,15.52971458,15.8986845,57.77024632,69.03176044,81.10264687,95.58898391,127.94502274,109.07258062,125.08542891,141.1706651,203.42868057,203.8641267,186.95041285,204.6056674,179.37991419,129.63683986,146.05746737,135.64450145,146.08347003,157.61790645,183.3728066,196.20593629,204.68534475,226.15260317,206.35941788,246.165641,102.84932,0.0,33.0,33.0,37.0,38.0,34.0,34.0,6.8,33.0,37.0,0.0,0.33,0.33,0.37,0.38,0.34,0.34,42.67,20.0,18.0,18.26,19.17,24.8,29.6,12.862,17.4,17.8,0.43,0.2,0.18,0.18,0.19,0.25,0.3,42.67,53.0,51.0,55.26,57.17,58.8,63.6,66.0,,,,,,,,,,,,,,,,,,,4813790000.0,5114730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.78,40.46,41.37,40.31,29.34,37.27,135.55,147.93,130.74,129.1,,,,,,,,,,,,,,,,,,,42.78,47.67,36.9,35.36,33.6,31.97,30.26,108.31,,,,,,562.505,10.01,471.3333333333333,359.46500000000003,475.84,348.0525,693.49,693.49,706.17,706.95,,468.67,13.65,353.5,243.95333333333335,356.88,232.90666666666667,,11.394166666666665,10.226666666666667,11.2,11.2,20.0,20.0,,
