COUNTRY/REGION,YEAR,IndicatorCode,NumericValue
IDN,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,36.297176361
IDN,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,38.204811096
UNSDG_LLDC,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.806660088
SEAR_W_IDN,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.796804652
EGY,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.211880684
RUS,1998,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.840967715
GRC,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.733685017
NPL,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.700408936
STP,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,12.111706734
AMR,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.290010464
SRB,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.226381302
VNM,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.931046724
USA,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.959743023
IRQ,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.979605198
WPR_WO_IDN,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,41.660437709
GTM,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.337932587
VNM,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.239513397
STP,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.597484291
WB_ECA,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.310833484
RC_ECA,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,36.92738767
USA,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.673939228
MOZ,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,35.235328674
WB_UMI,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.58774992
BOL,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.788790703
SEAR,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,35.151727929
NIC,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,62.543464661
TJK,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.6640625
EMR,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.214552999
GLOBAL,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,29.932797692
ARM,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.896648407
AFG,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.205258369
PER,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,21.559373856
CZE,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.874132872
CIV,1988,FINANCIALHARDSHIP_PROPORTIONOFPOP,27.652656555
ZAF,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,38.537231445
JAM,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.413301945
WB_SAR,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.656718671
IDN,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.902344227
PER,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,63.522945404
SEN,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.437660217
THA,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.52
HUN,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.794978142
UNSDG_WESTERNASIANORTHERNAFR,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.237668039
IRN,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,19.363260269
POL,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.954529762
HUN,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,20.231082916
USA,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.485784531
GEO,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.747253418
SVN,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.046569824
WB_LAC,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.057103391
CZE,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.130646706
ROU,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.821065903
NGA,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,37.972988129
MKD,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.353369713
KGZ,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.211636543
STP,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.991970062
GMB,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,75.122741699
CHL,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,57.987747192
MNG,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,39.276351929
XKX,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.486925125
WB_ECA,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.307365999
LVA,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.036752701
UNSDG_OCEANIA,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.439951729
UNSDG_SIDS,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.499085456
BOL,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.928881645
IDN,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,50.977748871
ROU,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.748082161
UNSDG_SIDS,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.499499289
MDA,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.568638802
GBR,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.359130919
IDN,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,88.396316528
GLOBAL,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,25.385281445
BGR,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.759417534
BFA,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,56.924797058
USA,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.566717148
NC,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.814096957
WB_SAR,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.998586446
EST,1995,FINANCIALHARDSHIP_PROPORTIONOFPOP,21.193828583
NC,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.277479526
YEM,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,22.915718079
IDN,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,26.241722107
IRN,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.292783737
VNM,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.146341324
ARM,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.51170063
POL,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.080144882
WB_LAC,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.274739842
CHE,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.075292826
PAK,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.125886872
LUX,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.797549009
HUN,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.058174133
BDI,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.343946576
ITA,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.62338829
GLOBAL,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.495631203
BGR,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.827674866
MYS,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.212615967
TZA,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,60.156879425
JAM,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,66.285499573
CHE,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.326302171
PSE,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.55
WB_SSA,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,38.469101419
ZAF,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.922941208
ISR,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.803369522
AFR,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.983481087
WB_SAR2,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.123147696
PHL,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.58
IDN,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.666360497
BGR,2023,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.745868683
ARM,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.730808258
TUN,1995,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.784237385
MDA,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.876774788
MNG,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.974369049
MWI,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,47.567115784
UZB,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,29.249116898
NIC,1998,FINANCIALHARDSHIP_PROPORTIONOFPOP,43.041801453
WPR,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.707170023
BTN,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.860006571
UKR,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,19.397949219
NAM,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,26.959747314
ITA,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,35.164096832
RWA,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,37.970996857
SVN,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.474250674
MEX,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.072572708
PER,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.000803947
GBR,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.077381134
CIV,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,45.732471466
PAK,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.262993813
PHL,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,96.292907715
NIC,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.645038605
LVA,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.164465427
MEX,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.684857368
GEO,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.677536011
AGO,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,12.787636757
IRN,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.905330658
UNSDG_CENTRALASIASOUTHERNASIA,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.860630214
VNM,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,32.128376007
WB_LAC,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.621935472
SWZ,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,75.764533997
SLE,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,48.473018646
LVA,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.521522522
MAR,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,21.935112
MKD,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,12.6852808
WB_SAR2,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.203938478
ETH,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.315135956
PRT,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.896297455
NAM,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.957224786
PER,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,27.142461777
TGO,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,45.100349426
XKX,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.777621448
PER,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.399486542
ARM,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,25.588428497
PRT,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.459545135
AFG,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.389835358
RC_ESCWA,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.717023981
NC,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.933860623
SVK,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.783126831
UNSDG_NORTHERNAMR,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.898399927
HUN,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.433081746
GBR,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.981365025
CMR,1996,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.258852005
UNSDG_WESTERNASIANORTHERNAFR,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.649935654
WB_LMI,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,28.920585111
ETH,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,27.023834229
BEN,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,43.204090118
SLE,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,63.479305267
SLE,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,61.92773819
BOL,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.974896431
BGR,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,25.361421585
CMR,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,34.540351868
GEO,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,30.672492981
JAM,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.297973782
CZE,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.009054184
MLI,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.226581573
GBR,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.973042667
SEN,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,34.473312378
CZE,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.429295063
VNM,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,36.396793365
MNE,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,9.427101135
IDN,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,32.564594269
TJK,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.122903347
EGY,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,33.408168793
RUS,1998,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.799352646
MUS,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.389081955
LUX,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.45746994
LTU,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.896270752
WPR,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,25.975993726
PAN,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.188903809
IND,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,44.27268219
LTU,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.291479111
JAM,1994,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.154640198
RUS,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.248238564
PER,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,47.555446625
PAK,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.779235661
OMN,1999,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.118585996
MNG,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.907581329
MDA,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.560428619
DJI,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.554550648
SVK,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,12.730635643
GLOBAL,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.7303086
GEO,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.929020882
KAZ,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,86.314048767
ZWE,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.705026627
UNSDG_CENTRALASIASOUTHERNASIA,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,37.324400137
HRV,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.485591888
IND,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.198910713
PAK,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.471159577
MUS,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.963181853
MEX,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.906658173
FIN,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,9.780255318
VNM,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,54.530757904
CYP,2023,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.847877502
ARM,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.234751701
LTU,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.311599731
BLR,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.411068469
IDN,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.919456482
GAB,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,26.009857178
MDG,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,71.551193237
CIV,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.358582497
AFG,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,95.706138611
SEN,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.224321365
SVK,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.04604578
ISR,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.453180313
WB_ECA,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.035323136
IDN,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,44.96113205
PHL,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.491824627
PER,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.77461338
SVN,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.639230967
BRA,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,42.050327301
IDN,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,40.265647888
ISR,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.561712503
WB_ECA,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.107183427
ESP,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.782628179
BLR,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,19.187267303
JAM,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.0
GEO,1997,FINANCIALHARDSHIP_PROPORTIONOFPOP,55.517345428
SVK,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.520332336
PER,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.35311842
UKR,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.507375717
WPR_WO_IDN,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.035339713
GRC,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.174500465
MKD,2021,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.779367149
TUN,1995,FINANCIALHARDSHIP_PROPORTIONOFPOP,26.189601898
WB_UMI,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.254926249
BRB,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.654681206
IND,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,30.0922966
BOL,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,20.316856384
PRT,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,22.885374069
MWI,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.582550585
MDA,2023,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.569495916
YEM,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.182435989
KGZ,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.673359275
KHM,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,19.444786072
UNSDG_LDC,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.67710197
CIV,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.86037612
ZAF,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,41.457633972
BRA,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,40.514343262
TZA,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,18.168323517
MUS,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.086841583
TJK,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,31.866004944
NER,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,55.865848541
UNSDG_CENTRALASIASOUTHERNASIA,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,7.47147426
NAM,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,96.357040405
KGZ,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.632378519
UNSDG_EASTERNASIASOUTHEASTERNASIA,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,27.701745125
PHL,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,34.194248199
MDV,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,27.708774567
WB_LAC,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.358642757
SLV,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.435522079
UKR,2017,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.550018311
TCD,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,53.623653412
ARM,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.273797989
SLV,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,28.965461731
ZAF,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,51.705432892
SYR,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,21.941944122
BEL,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.179368019
JOR,2008,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.982473373
AND,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.357746601
WB_LAC,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.085355191
UNSDG_EUROPE,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,12.108922732
RC_ECLAL,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,21.171606891
HUN,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,30.165287018
BRA,1996,FINANCIALHARDSHIP_PROPORTIONOFPOP,46.610275269
TJK,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,29.675329208
IDN,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,30.827192307
TZA,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,33.892993927
GEO,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.385877609
PSE,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.88
NGA,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,50.549655914
IRQ,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.344917297
UNSDG_LAC,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.84431033
CZE,2012,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.0
KNA,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.627580643
TZA,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,38.115291595
TZA,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,20.79561615
BLR,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.723657012
NPL,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,10.507909775
BOL,2019,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.026966095
VNM,2004,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.186044216
MDA,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.927171707
ROU,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,11.77931881
TUR,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.002543688
WB_LAC,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.486641124
PSE,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,15.53
CMR,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.721428394
GNB,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.446363449
POL,2009,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.454813957
BGD,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,28.45
ARM,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,16.170965195
BOL,2018,FINANCIALHARDSHIP_PROPORTIONOFPOP,35.339233398
POL,2001,FINANCIALHARDSHIP_PROPORTIONOFPOP,59.232311249
WPR,2020,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.407767534
PER,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,71.198051453
BGR,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.222194433
SEAR,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.106274946
MNG,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,0.943326712
EMR,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.705428563
MEX,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,9.943422318
CZE,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.673021317
MNG,2014,FINANCIALHARDSHIP_PROPORTIONOFPOP,8.978709221
PAK,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.335952044
NER,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,43.919612885
URY,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.209885597
AFR,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,34.444356975
USA,1997,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.901465654
PHL,2006,FINANCIALHARDSHIP_PROPORTIONOFPOP,37.419151306
EST,2011,FINANCIALHARDSHIP_PROPORTIONOFPOP,3.111474037
WB_EAP,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,5.735483766
ARM,1999,FINANCIALHARDSHIP_PROPORTIONOFPOP,17.633861542
HUN,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,4.932090282
IDN,2007,FINANCIALHARDSHIP_PROPORTIONOFPOP,13.552811623
MYS,2022,FINANCIALHARDSHIP_PROPORTIONOFPOP,30.313560486
SSD,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,38.85798645
WB_SSA,2016,FINANCIALHARDSHIP_PROPORTIONOFPOP,1.788210869
DJI,2002,FINANCIALHARDSHIP_PROPORTIONOFPOP,23.912248611
MNE,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,2.901963472
RC_ESCWA,2000,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.543692946
KGZ,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,39.521080017
NPL,2003,FINANCIALHARDSHIP_PROPORTIONOFPOP,42.48777771
PAK,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,26.227743149
PER,2013,FINANCIALHARDSHIP_PROPORTIONOFPOP,24.894037247
TUN,2015,FINANCIALHARDSHIP_PROPORTIONOFPOP,6.635959148
BLR,2010,FINANCIALHARDSHIP_PROPORTIONOFPOP,14.525673866
TTO,2005,FINANCIALHARDSHIP_PROPORTIONOFPOP,9.227166176
